customer,total_sales,rank
madurai,1030.0,3223
NTPC SIPAT TOWNSHIP,1028.9,3224
Bhuban,1026.67,3225
Belgaum,1025.0,3226
Verna Goa,1025.0,3226
IRIVERI,1025.0,3226
Mukerian,1022.86,3227
Singtam,1021.0,3228
Betalbatim,1019.0,3229
Nerul NAVI MUMBAI,1018.0,3230
RAMGARH SIKAR DISTRICT,1018.0,3230
Srinagar Garhwal,1016.0,3231
CHAMBENAHALLI SARJAPURA ROAD BANGLORE,1016.0,3231
Janakpuri,1015.95,3232
Chattukappara,1014.0,3233
Davanagere,1014.0,3233
Kayamkulam,1013.0,3234
SOBHAGANJ,1013.0,3234
PENTAPADU,1013.0,3234
BANKIMNAGAR,1011.0,3235
RAGHUNATHGANJ,1010.43,3236
KAILASAGIRI,1009.38,3237
BADHARGHAT,1009.0,3238
BARBIGHA,1009.0,3238
DHARAMSALA,1008.0,3239
"URMAR TANDA, Hoshiarpur",1005.36,3240
PERUMANDI,1005.0,3241
Chandkheda,1003.0,3242
Ulhasnagar 421004,1002.14,3243
NERAL,1002.0,3244
TIRUNELVELI DISTRICT,1001.0,3245
irinjalakuda,999.0,3246
Ulhasnagar 1,999.0,3246
"Mettur, Salem",999.0,3246
Visakhapatanm,999.0,3246
PALGHAR( East),999.0,3246
Caranzalem - Tiswadi,999.0,3246
NEW DELHI 110075,999.0,3246
idukki,999.0,3246
Kathgodam (haldwani),999.0,3246
Bhatkal,999.0,3246
"Sivasagar,sunpura gohain gaon",999.0,3246
fatehabad,999.0,3246
TEGHRA,999.0,3246
"Ollur, Thrissur",999.0,3246
Andaman and nicobar islands port Blair,999.0,3246
MALLANWALA KHASS,999.0,3246
Shahganj,999.0,3246
NOIDA sector 75,999.0,3246
HARNAUT,999.0,3246
Kinnigoli post Talipady,999.0,3246
Karambakkam porur CHENNAI,999.0,3246
PERIYAMANALI,999.0,3246
AZARA,999.0,3246
Paratwada,999.0,3246
Surathkal,999.0,3246
MITHAPUR,999.0,3246
Kisanganj,999.0,3246
Kesarval,999.0,3246
Raha town,999.0,3246
Dakshin deogaon,999.0,3246
VILE BHAGAD MIDC,999.0,3246
Padrauna,999.0,3246
BASUDEVPUR,999.0,3246
"HIRIYUR, chitradurga district",999.0,3246
CHENNITHALA,999.0,3246
"Mallital, Nainital",999.0,3246
CHANDRAKONA,999.0,3246
KaNdivali est MUMBAI,999.0,3246
KARANPUR,999.0,3246
Zirakhpur,999.0,3246
"Narwana, Jind",999.0,3246
PANIPAT REFINERY TOWNSHIP,999.0,3246
KOLKATA 700036,999.0,3246
SHOGHI,999.0,3246
GULAOTHI Distt. Bulandshahar,999.0,3246
KATRA SHAHJAHANPUR DISTRICT,999.0,3246
THOOTHUKUDI,999.0,3246
SAHAWAR,999.0,3246
Thakurli East,999.0,3246
"Pulivendula, kadapa",999.0,3246
moujpur NEW DELHI,999.0,3246
BENGALURU-28,999.0,3246
KHUTAR,999.0,3246
PANDARIA,999.0,3246
TASAWADE MIDC,999.0,3246
"Hanuman Nagar,Patna",999.0,3246
"CHANDANNAGAR, District - Hooghly",999.0,3246
VIRAR west,999.0,3246
Dolvan,999.0,3246
Barhalganj,999.0,3246
GOHPUR,999.0,3246
Mahasla,999.0,3246
PATHARDI,999.0,3246
LAKHNA,999.0,3246
Thiruvegappura,999.0,3246
Kothagudem,999.0,3246
KHARAR,999.0,3246
Gadarpur,999.0,3246
MUTHIALPET,999.0,3246
"Polur Taluk, Thiruvannamalai District, 606903",999.0,3246
"Hyderabad,Rangareddy",998.0,3247
ARAMBOL,998.0,3247
Uttarkashi,998.0,3247
Gachibowli / Hyderabad,998.0,3247
Mudhole,998.0,3247
hoshiarpur,998.0,3247
BHINDER,998.0,3247
CHOPDA,998.0,3247
New DELHI,998.0,3247
BURHANPUR,997.0,3248
Najibabad,996.0,3249
Samana,995.0,3250
"Thane West, Mumbai",995.0,3250
PAMARRU,995.0,3250
Nirmal,994.0,3251
"Manipal,Udupi",994.0,3251
KALYANDURG,993.0,3252
AHMED NAGAR,993.0,3252
PALAKONDA,992.0,3253
RAMPUR MANIHARAN,990.0,3254
PUNEpune,989.0,3255
PIPIGANJ,989.0,3255
INDUSTRIAL GROWTH CENTRE THIMMANAPALEM,989.0,3255
Nerul (EAST),989.0,3255
"Pattambi, Palakkad",989.0,3255
DEVARKADRA,989.0,3255
MAPUSA guirim,989.0,3255
"Thrikkodithanam P O, CHANGANACHERRY",988.0,3256
"Bangihati, Po-Mallickpara,Serampore",988.0,3256
nellore,988.0,3256
Chinsurah,988.0,3256
Nalasorapra (E),988.0,3256
"Faridpur,BAREILLY",988.0,3256
PUNE411002,988.0,3256
KARELI,988.0,3256
Thrikkakkara,988.0,3256
Damoh,988.0,3256
"anna Nagar west, chennai",987.0,3257
"Ramanagara Taluk ,Bidadi",986.6600000000001,3258
West Delhi,986.0,3259
Porbandar,986.0,3259
KOLKATA - 700028,986.0,3259
NAWABGANJ UNNAO DISTRICT,985.0,3260
"Baiguinim, Old goa",984.0,3261
"Madeenaguda, Chandanagar, Hyderabad",984.0,3261
Jalna,984.0,3261
Tumgaon,982.0,3262
RENGALI DAM PROJECT TOWNSHIP,981.25,3263
Naigoan east,981.0,3264
KATWA,979.5699999999999,3265
THANE. West,979.0,3266
"Dombivali MIDC, Thane",979.0,3266
DHAR KALAN,979.0,3266
Tri nagar,979.0,3266
PARIKSHITGARH,979.0,3266
Golaghati,979.0,3266
calicut,979.0,3266
TRIBENI,979.0,3266
Malkajgiri,977.0,3267
Bihar,976.0,3268
UTRAULA,975.0,3269
Nainital,975.0,3269
GOBINDPUR,975.0,3269
vaniyambadi tirpattur district,974.0,3270
BENGALURU-97,974.0,3270
HADGAON,974.0,3270
BHOGNIPUR,973.0,3271
MULTAI,972.0,3272
Secunderabad.,971.0,3273
Kanjirapilly,969.0,3274
KUTIYANA,969.0,3274
Attabira Dist- Bargarh,969.0,3274
GOBINDPUR dhanbad,969.0,3274
"KALYAN, THANE",969.0,3274
ASARGANJ,969.0,3274
Pimpri-chichwad,969.0,3274
Kotekar,969.0,3274
R UDAYAGIRI,969.0,3274
Vishrambhag sangli,969.0,3274
SRUNGAVARAPUKOTA,969.0,3274
ALA,969.0,3274
DAUND Pune,969.0,3274
Casne-Amberem-Poroscadem VP,969.0,3274
"Pimpri-Chinchwad,",969.0,3274
Bakulia,969.0,3274
Contai,969.0,3274
ALLAHGANJ,969.0,3274
Garhi Harsaru,969.0,3274
"PHONDAGHAT, kankavli",968.0,3275
Sunam,968.0,3275
NEW DELHI 110016,968.0,3275
Mihijam,968.0,3275
AWANTIPORA,968.0,3275
DULDULA,968.0,3275
KARNAPRAYAG,968.0,3275
YELLAPUR,968.0,3275
Kottagoundampati,967.0,3276
TALALA,967.0,3276
KRISHNA district,967.0,3276
BALIKUDA,967.0,3276
Hydrabad,967.0,3276
Kalmassery,967.0,3276
Allagadda,967.0,3276
"Jillelguda , Meerpet , HYDERABAD",967.0,3276
MAHASAMUND,967.0,3276
"Dudahi, KUSHINAGAR",967.0,3276
Belgharia,967.0,3276
CHHAPI,967.0,3276
VIJAYAPURa,966.4300000000001,3277
UMLING,966.0,3278
Garobadha,965.0,3279
Bheemunipatanm,965.0,3279
HALVAD,965.0,3279
Ichhapur,964.0,3280
NATEPUTE,962.81,3281
Jogbani araria bihar,962.0,3282
"Triplicane,CHENNAI",962.0,3282
BUDGAM,962.0,3282
Armori,961.86,3283
Nagarkurnool,961.0,3284
Ribandar,960.0,3285
Gola cholapur varanasi,959.82,3286
CHANNAGIRI,958.0,3287
Mokokchung,958.0,3287
Rasayani,958.0,3287
"Banaganapalli, kurnool",958.0,3287
Kelambakam,957.0,3288
durg,956.0,3289
"Bhayander (E), Thane",956.0,3289
PATHANKOT ( MAMUN ),955.0,3290
Rajam Srikakulam District,955.0,3290
Mhow gaon,955.0,3290
"Pub Daniram Pather,Hojai",955.0,3290
"Bandra East, Mumbai",954.0,3291
Thane east,954.0,3291
"ALURU ,Hassan district",953.57,3292
Chakdaha,953.0,3293
BAKRESHWAR THERMAL POWER TOWNSHIP,951.4300000000001,3294
THALAKKULATHUR fresh bakery,951.43,3295
TIRUPATI (RURAL),950.0,3296
City -dharuhera,950.0,3296
Palamaner,950.0,3296
"Asansol, West Barddhaman",950.0,3296
MIDNAPORE,949.0,3297
.azamgarh,949.0,3297
AVALAPALLI,949.0,3297
"GAUTAM BUDDHA NAGAR,noida",949.0,3297
"Raxaul, East Champaran, PIN-845305",949.0,3297
Anchal,948.52,3298
"Pattambi,Palakkad",948.0,3299
Sivasagar,948.0,3299
"PIMPRI CHINCHWAD, PUNE",948.0,3299
Alipurduar,948.0,3299
RATNAPUR,946.0,3300
Tanjavur,946.0,3300
Dombivli(E),945.0,3301
Kamtaul,945.0,3301
KUDCHI,944.0,3302
"Vallioor via, Tirunelveli district",944.0,3302
purnea,942.0,3303
BHILAD,942.0,3303
Vellangallur,942.0,3303
KURWAI,941.0,3304
DHAKA,940.95,3305
shivamogga,940.0,3306
Korukonda,940.0,3306
PILANI,939.0,3307
"Hyderabad, Telangana",939.0,3307
Mulund w,939.0,3307
Katol,939.0,3307
NELLORENellore,939.0,3307
Chopda,939.0,3307
BOKAJAN,939.0,3307
"Begumpet, Hyderabad",939.0,3307
vizianagaram,938.0,3308
ERAVATTUR,938.0,3308
GURUGRAMGurgaon,937.0,3309
Kathor,936.0,3310
Paonta Sahib,936.0,3310
"Goregaon East, Mumbai -  400097",936.0,3310
KARIYANGALA,935.0,3311
Ganj Dundwara,934.0,3312
NAOBAICHA,933.0,3313
KOYRA,933.0,3313
Dist una,932.0,3314
BARKAKANA,932.0,3314
7BARASAT,931.0,3315
Sarkaghat,930.0,3316
Greater NOIDA west,930.0,3316
PONNAMARAVATHI,930.0,3316
Tiruvannamalai,929.0,3317
GAURELA,928.0,3318
SALCETE,927.0,3319
AMBIKANAGARA,926.0,3320
KATTUMANNARKOIL,926.0,3320
Jalpaiguri,926.0,3320
ARWAL,925.0,3321
sultanpur,925.0,3321
Calangute,925.0,3321
"P.O.-RAHARA , P.S.-KHARDAH.",925.0,3321
DHARAMPUR INDUSTRIAL ESTATE,924.0,3322
THALLUR,922.0,3323
VETTAIKARANPUDUR,922.0,3323
Kayalpattinam,921.0,3324
Rishra Hooghly,920.0,3325
Davorlim,920.0,3325
GAGRET,918.0,3326
TANGI,918.0,3326
RANGJULI,917.0,3327
kalyan (w),917.0,3327
SODPUR,917.0,3327
SAFIDON,916.14,3328
Greter Noida,916.0,3329
ILAMPILLAI,916.0,3329
Anjar,916.0,3329
VIRPUR,916.0,3329
Jaitpuri patelpara,916.0,3329
Bagalkote,915.0,3330
Hailakandi,915.0,3330
Kurla West Mumbai,914.0,3331
Vasco da gama,914.0,3331
RAHATA,913.0,3332
Mylavaram,913.0,3332
srikakulam,913.0,3332
FARAKKA PTS TOWNSHIP,912.0,3333
KURUD,911.0,3334
BIHTA BEGUSARAI DISTRICT,911.0,3334
PEDANA,910.3299999999999,3335
Bengaluru east,910.0,3336
Delhiq,910.0,3336
HYhyderabad,909.0,3337
"Pallikaranai, Chennai",908.0,3338
parvathipuram,908.0,3338
NEW DELHI 110058,908.0,3338
CHAUMUHAN,908.0,3338
Pilibhit,908.0,3338
Munagapadu,908.0,3338
KARUR - 6,906.24,3339
DWARAHAT,906.0,3340
Jathlana,906.0,3340
BICCAVOLU,904.0,3341
PAZHUGAL,903.1,3342
BAHIRGRAM,903.0,3343
COLONELGANJ,903.0,3343
New panvel,902.0,3344
SHANKARAMPET A,901.0,3345
BARHALGANJ,900.0,3346
"pune, maharashtra",899.0,3347
"S. Ramalingapuram,VIRUDHUNAGAR DISTRICT",899.0,3347
REDHAKHOL,899.0,3347
BAREJA,899.0,3347
Inkollu,899.0,3347
karanja lad,899.0,3347
BHULEPUR,899.0,3347
"SARDARSHAHAR ,churu",899.0,3347
"Mitrol,palwal",899.0,3347
BHIMTAL,899.0,3347
SIDDHAUR,899.0,3347
Thane Central,899.0,3347
Leimakhong,899.0,3347
Masuda,899.0,3347
Tiruvarur,899.0,3347
Talegàon Dabhade Pune,899.0,3347
Idar,899.0,3347
Uttarpara,899.0,3347
Tisk-Usgao,899.0,3347
"Tal-ALIBAG, Dist - Raigad, pin 402201",899.0,3347
Derlakkatte,899.0,3347
"MILAK, rampur",899.0,3347
"Kaggalipura, BENGALURU",899.0,3347
Rayachoty,899.0,3347
Sriganganagar,899.0,3347
Shanivarsante,899.0,3347
KURNOOL dist,899.0,3347
Nandikotkur,899.0,3347
"HOSPITAL JN,ELAMPALOOR",899.0,3347
"Kakkodi mukku,kannadichal road",899.0,3347
Shahdol,899.0,3347
BIKANER 9680830319,899.0,3347
Velsao falvaddo,899.0,3347
Perambalur,898.0,3348
NAGARAM,898.0,3348
BABRALA,897.0,3349
TCPIMPRI CHINCHWAD,897.0,3349
BABERU,895.0,3350
Bangalore South,895.0,3350
Madappally college,895.0,3350
GYANPUR,895.0,3350
Vasco-Da-Gama,895.0,3350
GANGNAPUR,895.0,3350
Bareli,894.29,3351
Hyderabad.,894.0,3352
Kaij,894.0,3352
nellore city,893.0,3353
BEGUSARAI DISTRICT,893.0,3353
ACHANTA,891.0,3354
MULLASSERY,891.0,3354
PURULIA I,889.62,3355
RANGAPARA,889.0,3356
"Thiruvalla, PATHANAMTHITTA",889.0,3356
VILLIAPPALLY,889.0,3356
CHHOTA UDAIPUR,888.0,3357
MUMBAI 400063,888.0,3357
PACHMARHI,888.0,3357
Jhansi Cantt,888.0,3357
Musabani,888.0,3357
BALUGAON,888.0,3357
KISHANGARH RENWAL,888.0,3357
Chittoor District,888.0,3357
SARA INDUSTRIAL ESTATE,888.0,3357
PHIRANGIPURAM,888.0,3357
VIRAR West,888.0,3357
"MELUR, Madurai (DT)",888.0,3357
Roorkee road Meerut,888.0,3357
KARNAWAL,888.0,3357
RAVULAPALEM,886.0,3358
LALRU,886.0,3358
Dombivli (E),886.0,3358
Dhaniyanicheruvu.village,886.0,3358
Pauri,886.0,3358
CHANDIGAR,886.0,3358
SUNDARAPANDIAM,886.0,3358
PAURI GARHWAL,886.0,3358
AGAR Malwa,886.0,3358
"NEW TOWN , Kolkata",885.0,3359
BIJAULI INDUSTRIAL AREA,885.0,3359
Harihar,885.0,3359
NILGIRIS,885.0,3359
"Vadodara, Vadodara",885.0,3359
NAGIREDDIPALLE,885.0,3359
sriganganagar,885.0,3359
"NADATHARA, Thrissur",885.0,3359
AHMADNAGARA,885.0,3359
Ambala city,885.0,3359
sojat city,885.0,3359
NEW DELHI dwarka secter 6,885.0,3359
Navimumbai,885.0,3359
KORA JAHANABAD,885.0,3359
SANTALDIH,885.0,3359
TALWANDI SABO,885.0,3359
"Shankerpally, R.R.Dist",885.0,3359
KALABURGI 585102,885.0,3359
JAKHALMANDI,885.0,3359
Anekal,885.0,3359
BANAGANAPALLE,885.0,3359
Purba Bardhaman,885.0,3359
Kunnamangalam,885.0,3359
"KOLKATA,sinthi",885.0,3359
CHAKIA chandaulu,885.0,3359
"Allapra, Perumbavoor",885.0,3359
choutuppal,885.0,3359
KOLKATA 700078,885.0,3359
East Godavari,885.0,3359
SIRA,885.0,3359
"Sector - 15 , Rohini",885.0,3359
POWAYAN,882.0,3360
Ambalapuzha,882.0,3360
Kohima,881.0,3361
DIST-KORAPUT,881.0,3361
Pune-411028,881.0,3361
Jayashankar bhupalpally,880.0,3362
NEW DELHI 45,879.0,3363
EDAVILANGU,879.0,3363
Surajgarha,879.0,3363
Bhupalpalle,878.0,3364
Sanand,877.0,3365
unnao,877.0,3365
PAPPIREDDIPATTI,877.0,3365
"Kinnigoli,mangluru",877.0,3365
Sundernagar,876.62,3366
Balipatna,876.62,3366
Sipajhar,875.0,3367
Moshi Pradhikaran,875.0,3367
"KRISHNARAJPET, KRISHNARAJPET TQ.,MANDYA DIST.",874.0,3368
Patiyala,874.0,3368
NALLAMPATTI,874.0,3368
Raipur tehsil pirawa District Jhalawar,872.0,3369
SASWAD,872.0,3369
SHIMLA-717009,872.0,3369
UNNAMALAIKADAI,871.0,3370
SHAHKOT,871.0,3370
MIHAN,871.0,3370
Kodambal,870.0,3371
MALAVALLI,870.0,3371
Paschim MEDINIPUR,870.0,3371
BANKI MONGRA,870.0,3371
BULDHANA,870.0,3371
WCL UMRED,870.0,3371
Sahakar Nagar PUNE,870.0,3371
"FARIDABAD, Sector-91",870.0,3371
KAVALI INDUSTRIAL AREA,870.0,3371
Kalpi,870.0,3371
NAVALGUND,870.0,3371
"CBD belapur , Navi Mumbai",869.0,3372
LINGAPALEM,869.0,3372
NEW DELHI 110070,869.0,3372
Eroor  kochi,869.0,3372
Ambarnath (west),869.0,3372
ANAND NAGAR,868.38,3373
Kakkanad west,868.0,3374
OLAVANNA,868.0,3374
PUNE 411041,867.0,3375
"Eravipuram,Kollam",867.0,3375
PEDAPUDI,867.0,3375
Karaikal,866.0,3376
Cansaulim,866.0,3376
Guduvancherry,864.0,3377
LUCKNOWlucknow,864.0,3377
Andheri east,864.0,3377
Mundara,862.86,3378
PILLANALLUR,862.0,3379
Chenguvetty,860.0,3380
INDUSTRIAL ESTATE BARWALA,859.0,3381
SOPORE,859.0,3381
NARSINGARH,859.0,3381
Pulamanthole,859.0,3381
APPAKUDAL,859.0,3381
Mumbai 400067,859.0,3381
TUFANGANJ,859.0,3381
Vasai Road,859.0,3381
"NAUTANWA, Maharajganj",857.0,3382
"Kanuru, Vijayawada",857.0,3382
DHARAMSHALA,857.0,3382
CHANDVAD,857.0,3382
BILSI,856.19,3383
"palayamkottai ,tirunelveli",856.19,3383
Rampura Beri,856.19,3383
Ramghar,856.0,3384
KANDAGHAT,856.0,3384
Balapallam,855.24,3385
Bantwal T.q.,855.0,3386
"Haldia, East Madnipur",855.0,3386
"PUDUPATTINAM,kalpakkam",855.0,3386
MANDAVALLI,855.0,3386
Pipili,855.0,3386
ATHUR THOOTHUKKUDI DISTRICT,855.0,3386
KUNDA,854.0,3387
MANNANCHERY,854.0,3387
CHENNIMALAI,854.0,3387
MALKANGIRI,852.4300000000001,3388
Saligrama,852.0,3389
"VALSARAVAKKAM,CHENNAI",852.0,3389
DUVVUR,852.0,3389
TRIPURANTHAKAM,852.0,3389
DEGLUR,852.0,3389
VITTAL,852.0,3389
SHIRUR KASAR,852.0,3389
Laxmi Nagar,852.0,3389
Nalasopara,852.0,3389
"PARVATHIPURAM, Vizianagaram dist",852.0,3389
NAYA RAIPUR,852.0,3389
Khaperkheda,852.0,3389
Banki barabanki,852.0,3389
jamnagar,852.0,3389
PIMPLE gurav,852.0,3389
NAI LEDRI,852.0,3389
zirakpur,852.0,3389
kalyan west/ dist thane,852.0,3389
WAKNAGHAT,852.0,3389
Pathankot lamini,851.0,3390
BIRUR,851.0,3390
BARASAT - I,850.0,3391
Majgao SAWANTWADI,850.0,3391
KONCH,850.0,3391
dombivili east,850.0,3391
Dhauli payu ...MATHURA,850.0,3391
Beltola GUWAHATI,850.0,3391
Ahmedanagar,850.0,3391
Rajarhaat,850.0,3391
KOLHAR,850.0,3391
THEKASHU PT II,850.0,3391
NIZ HAJO,850.0,3391
KHATEGAON,848.0,3392
LANSDOWNE,848.0,3392
tindivanam,848.0,3392
PUDUCHERRY 605003,848.0,3392
Kandivali (W),848.0,3392
Begusarai,848.0,3392
upleta,847.0,3393
Puri,847.0,3393
Tadepalligudem,847.0,3393
Puthuparamba,847.0,3393
"Navalur, Chennai",847.0,3393
sundernagr,847.0,3393
Karkal,847.0,3393
Rosera,847.0,3393
Jaunpur,846.0,3394
PUNE-411014,846.0,3394
PANDUAL,845.0,3395
"THANE(W), thane",845.0,3395
TALEGAON DABHADE Pune,845.0,3395
SADULSHAHAR,845.0,3395
KANDANASSERY,845.0,3395
Thallapalem,845.0,3395
derabassi,845.0,3395
KAVARATTI,845.0,3395
Yamuna Vihar,845.0,3395
Kodungallur,845.0,3395
CHINNALAPATTI,845.0,3395
Rani block,845.0,3395
Gollaprolu,845.0,3395
Havelock,844.0,3396
GHATAMPUR,844.0,3396
Menhdawal,842.86,3397
NADUVATTAM,842.86,3397
VENNANTHUR,842.0,3398
EDAPPADI,842.0,3398
"Manmad, dist- Nasik",841.95,3399
LEATHER COMPLEX INDUSTRIAL AREA,841.0,3400
Kadungalloor,841.0,3400
PERALASSERI,838.0,3401
RON,837.0,3402
Ramnagar varanasi,836.0,3403
GOTAN,835.0,3404
Siruseri,835.0,3404
New Perungalathur,835.0,3404
BAKSHI KA TALAB,835.0,3404
Dombivli(east),835.0,3404
doddaballapur,835.0,3404
Adoni,835.0,3404
kottayam,835.0,3404
Vijayapur,835.0,3404
Matelli,835.0,3404
Kengeri,835.0,3404
"Ellora Park, Vadodara",835.0,3404
Kayankulam,835.0,3404
FAZI NAGAR,834.0,3405
Belghria,834.0,3405
GHATAL,834.0,3405
"Kottakkal, malappuram",833.0,3406
Barmana,832.0,3407
.Gannavaram,832.0,3407
thirupathi,832.0,3407
Hebri,832.0,3407
SULLURUPET,832.0,3407
FATEHNAGAR,832.0,3407
Kodungalur,832.0,3407
satna,832.0,3407
"Medical college , calicut",832.0,3407
Palakkad kerala,832.0,3407
Mohal,832.0,3407
PATTI,831.0,3408
NILOKHERI,831.0,3408
"somanur, coimbatore",830.0,3409
Portbair,828.0,3410
NASHIK 422003,828.0,3410
PARNER,828.0,3410
Matampally,828.0,3410
New Panvel,828.0,3410
RISOD,828.0,3410
Darbhnga,828.0,3410
MYDUKUR,828.0,3410
Baleshwar,828.0,3410
Jp nagar 8th phase,828.0,3410
sirhind,828.0,3410
Pal road Jodhpur,828.0,3410
"BARRACKPORE , KOLKATA",828.0,3410
panaji,826.0,3411
Ferozpur cantt,825.0,3412
THANE(near KALYAN),825.0,3412
"Taluka-SHAHAPUR , Dist- Thane",825.0,3412
Kalpeni,825.0,3412
CHALTIA,825.0,3412
"Vashi Koparkhairane Road, NAVI MUMBAI",825.0,3412
Lathi,825.0,3412
Nawanshahar,825.0,3412
NEW DELHI-110075,825.0,3412
"Brahmavar, Udupi",825.0,3412
KAKDIHI,825.0,3412
Hospet,825.0,3412
Alangad via,824.0,3413
KOLKATa,824.0,3413
Badshahpur Gurgaon,824.0,3413
Lanjigarh Road,824.0,3413
"Magarpatta city , Pune",824.0,3413
Nandivaram Guduvancheri,824.0,3413
Dewas,824.0,3413
KATHHARA,824.0,3413
"Kalewadi,pune",824.0,3413
Dakshina kannada district,824.0,3413
"ERNAKULAM, Kochi",824.0,3413
"ERNAKULAM, KOLENCHERY",824.0,3413
Natrampalli,824.0,3413
Cuttack Sadar,824.0,3413
Bengaluru South,824.0,3413
GANGAKHED,824.0,3413
"NANDIVARAM GUDUVANCHERI,",824.0,3413
Gariyadhar,824.0,3413
Saifai,824.0,3413
DANDELI(uttar kannada),824.0,3413
BORAWAR,824.0,3413
MANIPURA Dendoorkatte,824.0,3413
RASAYANI,824.0,3413
badarpur,824.0,3413
NASPUR,824.0,3413
yellapur,824.0,3413
Sindhanur,824.0,3413
"KOTDWARA,pauri garhwal",824.0,3413
Jajur road,824.0,3413
MUSTAFABAD,824.0,3413
GUA,824.0,3413
Chengalpet,824.0,3413
Chhindwara,823.0,3414
SUFIPIND,822.0,3415
CHANGLANG,821.0,3416
"Murbad,Thane",820.0,3417
agartala,818.0,3418
boisar,817.0,3419
Chitrakoot,814.0,3420
NOIDA Extension (Greater Noida West),814.0,3420
HANSKUNDA,814.0,3420
"Kharghar,NAVI MUMBAI",813.0,3421
Bhayandar east,813.0,3421
Kallara/ Kottayam,812.0,3422
ANDIPATTI,811.0,3423
AVERSA,809.0,3424
Cheyyar,808.0,3425
"North Paravur,Ernakulam",807.0,3426
khetri nagar jhunjhunu,807.0,3426
BENGALURU 560064,807.0,3426
DEULIA,807.0,3426
BARA JUMLA,806.3299999999999,3427
RAJAMAHENDRAVARAM,804.0,3428
Sivakasi,804.0,3428
Udaipurwati Jhunjhunu,802.0,3429
Chirkunda,801.0,3430
ahemadabad,801.0,3430
Bopal ahmedabad,801.0,3430
Dist Alipurduar,801.0,3430
THIRUVERUMBUR,801.0,3430
GORMI,801.0,3430
"PANDHURNA,",801.0,3430
GANGTok,801.0,3430
Assonora,801.0,3430
Ngo quarters,801.0,3430
LEHRAGAGA,801.0,3430
"Santa Cruz, Ilhas",801.0,3430
AMBASAMUDRAM,800.0,3431
"Thaiyur, Kelambakkam",800.0,3431
Payakaraopeta,799.0,3432
Garawand,799.0,3432
Dharmadom,799.0,3432
"Airoli, Navimumbai",799.0,3432
SUKHIA POKHARI,799.0,3432
Chiraiyakot Mau,799.0,3432
Irala,799.0,3432
"Chembur (East), Mumbai",799.0,3432
Pedaamiram,799.0,3432
TERDAL,799.0,3432
DAHANU West,799.0,3432
Venmony,799.0,3432
Kasol,799.0,3432
RAIGARH MH,799.0,3432
Piali,799.0,3432
Chathannoor,799.0,3432
"Near TMCAA AUDITORIUM,Medical college, Thrissur",799.0,3432
Chakluwa kaladhungi,799.0,3432
RAMPUR BUSHAHR,799.0,3432
Neduva,799.0,3432
SHIROL,799.0,3432
ambala cantt,799.0,3432
Calicut Dist,799.0,3432
Pangode,799.0,3432
MANGALAGIRi,798.0,3433
"Sabbavaram,Visakhapatnam",798.0,3433
diamond harbour,798.0,3433
NORTH PAROOR,798.0,3433
Haldia,798.0,3433
YANAM,798.0,3433
Ettaiyapuram,798.0,3433
Kulasekarapuram,798.0,3433
Pachora,798.0,3433
"Selaiyur, Chennai",798.0,3433
"Sanpada,Navi Mumbai",798.0,3433
Dehardun,798.0,3433
kaithal,798.0,3433
thanjavur,798.0,3433
"Baramati,Pune",798.0,3433
BENGALURU 560043,798.0,3433
ARJUNDA,798.0,3433
ONGALLUR I,798.0,3433
PONKUNNAM,798.0,3433
"Andheri West, Mumbai",797.9,3434
BARAULI,797.0,3435
KELAMBAKKAM,797.0,3435
SHENKOTTAI,796.0,3436
Airoli Navi Mumbai,794.0,3437
THEKKUMKARA,792.76,3438
"Goregaon (West), Mumbai",792.0,3439
new Chandigarh,792.0,3439
Pirna,792.0,3439
"Alapuzha,kayamkullam",792.0,3439
HARINDANGA,791.0,3440
bijapur,791.0,3440
Kulathummal,791.0,3440
GOREGAON WEST,791.0,3440
Dharapuram,791.0,3440
Narasaropet,791.0,3440
MALKAJGIRI,791.0,3440
"Miyapur, Hyderabad",791.0,3440
CHINCHWAD,791.0,3440
ADDANKI,791.0,3440
NEW DELHI 110076,791.0,3440
kothagudem,791.0,3440
THIRUVARAMBU,791.0,3440
VAPI valsad,791.0,3440
"ANDHERI EAST, MUMBAI",791.0,3440
Jatani,791.0,3440
RAASI CEMENT FACTORY WAZIRABAD,791.0,3440
Shivamoga,791.0,3440
Kalwa-Thane,791.0,3440
Hasanpur,791.0,3440
THAKURDWARA,791.0,3440
VEDARANYAM,791.0,3440
tirunelveli,791.0,3440
Nagapattinam,791.0,3440
GaNdhinagar,790.0,3441
Sidhpur,790.0,3441
RAMGANJMANDI,790.0,3441
kanigiri,790.0,3441
BINDKI FATEHPUR,790.0,3441
"Santacruz east, Mumbai",788.0,3442
AUSA,788.0,3442
Mekkamandabam,788.0,3442
"Kharar, Mohali",788.0,3442
"NERAL east, karjat raigad",788.0,3442
CHERANMADEVI,788.0,3442
SIKANDRA RAO,788.0,3442
Nagrota Bagwan,788.0,3442
paripally,788.0,3442
BHILAI  490020,788.0,3442
SOHNA ROAD,788.0,3442
brahmapur,788.0,3442
joshi road karol bagh new Delhi,788.0,3442
BHIWAPUR,788.0,3442
secunderabad 500094,788.0,3442
"Kidderpore, Kolkata,",788.0,3442
Dehri,788.0,3442
Milakpur,788.0,3442
DehraDun,788.0,3442
Arnod,788.0,3442
JALAUN,788.0,3442
